,X,Y,LocalWellNumber,Water_depth,AQUIFER_NA,Well_Depth_Meters,WellUse,Active,LastActive_Plugged_date,DateConstructed,Yield,VarZ
348,685099,3365732,6034Z,14.763779527559054,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,1,2021-08-02,1988-09-01,,-0.11298493810256409
349,675389,3375211,7689Z,17.55249343832021,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,8.5344,Monitor,1,2021-08-02,1995-12-01,,-0.11298493810256409
350,675389,3375211,7690Z,16.469816272965875,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,8.5344,Monitor,1,2021-08-02,1995-12-01,,-0.11298493810256409
351,685131,3374788,8228Z,0.0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.1816,Monitor,0,1999-04-01,,,-0.11298493810256409
352,685131,3374788,8229Z,0.0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.1816,Monitor,0,1999-04-01,,,-0.11298493810256409
353,688993,3365953,6307Z,6.266404199475065,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.048,Monitor,0,2003-01-01,1989-10-01,,-0.11298493810256409
354,688993,3365953,6308Z,8.26771653543307,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.048,Monitor,0,2003-01-01,1989-10-01,,-0.11298493810256409
355,675952,3375005,6478Z,17.585301837270343,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,7.9248,Monitor,1,2021-08-02,1990-11-01,,-0.11298493810256409
356,685099,3365732,6035Z,14.763779527559054,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.048,Monitor,1,2021-08-02,1988-09-01,,-0.11298493810256409
357,678898,3369448,6038Z,21.751968503937007,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,1,2021-08-02,1988-08-01,,-0.11298493810256409
358,678898,3369448,6039Z,20.078740157480315,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.048,Monitor,1,2021-08-02,1988-08-01,,-0.11298493810256409
359,683321,3366657,6040Z,9.84251968503937,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.048,Monitor,1,2021-08-02,1988-08-01,,-0.11298493810256409
360,683321,3366657,6041Z,6.561679790026246,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,1,2021-08-02,1988-08-01,,-0.11298493810256409
361,687736,3369166,6042Z,11.48293963254593,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.048,Monitor,1,2021-08-02,1988-08-01,,-0.11298493810256409
362,687736,3369166,6043Z,16.404199475065617,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,1,2021-08-02,1988-08-01,,-0.11298493810256409
363,680633,3375790,6046Z,8.202099737532809,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.048,Monitor,1,2021-08-02,1988-07-01,,-0.11298493810256409
364,680073,3372578,5956Z,6.561679790026246,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.048,Monitor,1,2021-08-02,1988-08-01,,-0.11298493810256409
365,680073,3372578,5957Z,6.561679790026246,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.048,Monitor,1,2021-08-02,1988-08-01,,-0.11298493810256409
366,691193,3371382,5958Z,39.37007874015748,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.1816,Monitor,1,2021-08-02,1988-08-01,,-0.11298493810256409
367,691193,3371382,5959Z,4.921259842519685,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.048,Monitor,1,2021-08-02,1988-08-01,,-0.11298493810256409
368,680279,3360200,5960Z,9.84251968503937,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,3.048,Monitor,1,2021-08-02,1988-08-01,,-0.11298493810256409
369,680279,3360200,5961Z,16.404199475065617,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,3.3528,Monitor,1,2021-08-02,1988-08-01,,-0.11298493810256409
370,680279,3360200,5962Z,16.404199475065617,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,3.048,Monitor,1,2021-08-02,1988-08-01,,-0.11298493810256409
371,680279,3360200,5963Z,9.84251968503937,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,3.048,Monitor,1,2021-08-02,1988-08-01,,-0.11298493810256409
372,685131,3374788,8230Z,0.0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.1816,Monitor,0,1999-04-01,,,-0.11298493810256409
373,691572,3366553,8231Z,127.95275590551181,400-FOOT SAND OF BATON ROUGE AREA,141.732,Irrigation,1,2021-08-02,1998-10-01,,-0.11298493810256409
374,680686,3359806,8414Z,34.44881889763779,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2008-03-01,2000-06-01,,-0.11298493810256409
375,680686,3359806,8415Z,49.212598425196845,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.7056,Monitor,0,2006-04-01,2000-06-01,,-0.11298493810256409
376,680686,3359806,8416Z,49.212598425196845,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.7056,Monitor,0,2006-04-01,2000-06-01,,-0.11298493810256409
377,680605,3359836,8417Z,42.650918635170605,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.4008,Monitor,0,2008-03-01,2000-06-01,,-0.11298493810256409
378,680686,3359806,8418Z,26.246719160104984,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2008-03-01,2000-06-01,,-0.11298493810256409
379,680605,3359836,8419Z,42.650918635170605,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.096,Monitor,0,2008-03-01,2000-06-01,,-0.11298493810256409
380,680605,3359836,8420Z,29.527559055118108,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2008-03-01,2000-06-01,,-0.11298493810256409
381,680686,3359806,8421Z,59.055118110236215,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,7.3152,Monitor,0,2008-03-01,2000-06-01,,-0.11298493810256409
382,680605,3359836,8422Z,29.527559055118108,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2008-03-01,2000-06-01,,-0.11298493810256409
383,680605,3359836,8423Z,32.808398950131235,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.096,Monitor,0,2006-04-01,2000-06-01,,-0.11298493810256409
384,680605,3359836,8424Z,31.16797900262467,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2006-04-01,2000-06-01,,-0.11298493810256409
385,688627,3371645,7415Z,19.68503937007874,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,1999-03-01,1994-06-01,,-0.11298493810256409
386,685808,3371073,5964Z,13.123359580052492,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,1,2021-08-02,1988-08-01,,-0.11298493810256409
387,677124,3375116,5966Z,20.374015748031496,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.096,Monitor,1,2021-08-02,1988-09-01,,-0.11298493810256409
388,677124,3375116,5967Z,15.518372703412075,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.048,Monitor,1,2021-08-02,1988-09-01,,-0.11298493810256409
389,677124,3375116,5968Z,22.769028871391075,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,7.62,Monitor,1,2021-08-02,1988-09-01,,-0.11298493810256409
390,677124,3375116,5969Z,16.30577427821522,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.048,Monitor,1,2021-08-02,1988-09-01,,-0.11298493810256409
391,677124,3375116,5970Z,20.439632545931758,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.096,Monitor,1,2021-08-02,1988-09-01,,-0.11298493810256409
392,685043,3361173,5971Z,14.862204724409448,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.9624,Monitor,0,2004-06-01,1988-09-01,,-0.11298493810256409
393,675595,3374013,8092Z,36.384514435695536,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,20.7264,Piezometer,1,2021-08-02,1998-12-01,,-0.11298493810256409
394,675595,3374013,8093Z,42.29002624671916,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,24.384,Piezometer,1,2021-08-02,1998-12-01,,-0.11298493810256409
395,675557,3374690,8094Z,28.01837270341207,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,8.5344,Piezometer,0,2003-08-01,1998-12-01,,-0.11298493810256409
396,675557,3374690,8095Z,29.23228346456693,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,15.8496,Piezometer,0,2003-08-01,1998-12-01,,-0.11298493810256409
397,675637,3374692,8097Z,32.64435695538057,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,15.24,Piezometer,1,2021-08-02,1998-12-01,,-0.11298493810256409
398,679764,3370293,7612Z,10.859580052493438,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2000-03-01,1995-07-01,,-0.11298493810256409
399,679791,3370325,7613Z,20.308398950131235,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2000-03-01,1995-07-01,,-0.11298493810256409
400,679791,3370294,7614Z,26.90288713910761,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.096,Monitor,0,2000-03-01,1995-07-01,,-0.11298493810256409
401,680605,3359836,8425Z,45.93175853018372,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.096,Monitor,0,2006-04-01,2000-06-01,,-0.11298493810256409
402,680605,3359836,8426Z,42.650918635170605,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.096,Monitor,0,2006-04-01,2000-06-01,,-0.11298493810256409
403,678677,3371538,8358Z,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,1,2021-08-02,1999-04-01,,-0.11298493810256409
404,678730,3371508,8359Z,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,1,2021-08-02,1999-04-01,,-0.11298493810256409
405,678676,3371569,8360Z,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,1,2021-08-02,1999-04-01,,-0.11298493810256409
406,676701,3365038,8536Z,9.84251968503937,SHALLOW SANDS OF BATON ROUGE AREA,80.772,Irrigation,1,2021-08-02,2001-06-01,,-0.11298493810256409
407,682728,3362243,8546Z,25.098425196850393,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.4864,Monitor,0,2008-10-01,2001-07-01,,-0.11298493810256409
408,691310,3369259,8547Z,10.826771653543306,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,1,2021-08-02,2001-08-01,,-0.11298493810256409
409,694262,3366847,7121Z,85.30183727034121,400-FOOT SAND OF BATON ROUGE AREA,134.112,Domestic,1,2021-08-02,1993-06-01,,-0.11298493810256409
410,681596,3372449,5853Z,27.887139107611546,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,1,2021-08-02,1991-09-01,,-0.11298493810256409
411,681596,3372449,5854Z,26.246719160104984,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,1,2021-08-02,1991-09-01,,-0.11298493810256409
412,681596,3372449,5855Z,27.887139107611546,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,1,2021-08-02,1991-09-01,,-0.11298493810256409
413,681596,3372449,5857Z,20.99737532808399,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,1,2021-08-02,1991-09-01,,-0.11298493810256409
414,677660,3358617,7196Z,8.956692913385826,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,3.9624,Monitor,1,2021-08-02,1992-07-01,,-0.11298493810256409
415,677607,3358616,7197Z,10.990813648293964,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,3.9624,Monitor,1,2021-08-02,1992-07-01,,-0.11298493810256409
416,694316,3366817,7199Z,85.30183727034121,400-FOOT SAND OF BATON ROUGE AREA,134.112,Domestic,1,2021-08-02,1993-09-01,,-0.11298493810256409
417,681312,3370319,9334Z,14.895013123359579,[TO BE DETERMINED],4.8768,Monitor,1,2021-08-02,,,-0.11298493810256409
418,688842,3363856,8774Z,17.81496062992126,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,0,2004-07-01,2003-11-01,,-0.11298493810256409
419,688843,3363826,8775Z,13.845144356955378,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,0,2004-07-01,2003-11-01,,-0.11298493810256409
420,688843,3363826,8776Z,16.27296587926509,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,0,2004-07-01,2003-11-01,,-0.11298493810256409
421,678672,3366949,8777Z,12.270341207349082,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.2672,Monitor,0,2004-07-01,2003-11-01,,-0.11298493810256409
422,693940,3366965,7122Z,91.86351706036744,400-FOOT SAND OF BATON ROUGE AREA,140.208,Domestic,1,2021-08-02,1993-06-01,,-0.11298493810256409
423,681543,3372417,7128Z,14.107611548556429,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,1,2021-08-02,1993-06-01,,-0.11298493810256409
424,680073,3372578,6465Z,6.594488188976377,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,1,2021-08-02,1990-03-01,,-0.11298493810256409
425,675347,3364585,6467Z,12.664041994750654,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,4.572,Monitor,1,2021-08-02,1990-03-01,,-0.11298493810256409
426,690943,3368883,6468Z,29.23228346456693,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.4008,Monitor,1,2021-08-02,1990-03-01,,-0.11298493810256409
427,690943,3368883,6469Z,43.044619422572175,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.096,Monitor,1,2021-08-02,1990-03-01,,-0.11298493810256409
428,685043,3361173,6470Z,20.931758530183725,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,7.0104,Monitor,0,2004-06-01,1990-03-01,,-0.11298493810256409
429,685043,3361173,6471Z,19.849081364829395,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,7.0104,Monitor,1,2021-08-02,1990-03-01,,-0.11298493810256409
430,681947,3367404,7976Z,22.440944881889763,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,10.3632,Piezometer,0,2003-09-01,1997-12-01,,-0.11298493810256409
431,692573,3374795,7110Z,104.98687664041994,800-FOOT SAND OF BATON ROUGE AREA,215.1888,Domestic,1,2021-08-02,1993-05-01,,-0.11298493810256409
432,676986,3367230,8248Z,28.149606299212596,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.8768,Monitor,0,2002-07-01,1999-09-01,,-0.11298493810256409
433,676986,3367230,8249Z,31.988188976377952,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.8768,Monitor,0,2002-07-01,1999-09-01,,-0.11298493810256409
434,686281,3360640,8251Z,65.61679790026247,SHALLOW SANDS OF BATON ROUGE AREA,106.68,Domestic,1,2021-08-02,1999-09-01,,-0.11298493810256409
435,675389,3375180,7691Z,17.38845144356955,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,7.9248,Monitor,1,2021-08-02,1995-12-01,,-0.11298493810256409
436,675362,3375211,7692Z,17.913385826771652,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,8.5344,Monitor,1,2021-08-02,1995-12-01,,-0.11298493810256409
437,677109,3369480,7456Z,22.801837270341206,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.096,Monitor,1,2021-08-02,1994-10-01,,-0.11298493810256409
438,677136,3369480,7457Z,18.536745406824146,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.096,Monitor,1,2021-08-02,1994-10-01,,-0.11298493810256409
439,675987,3371217,7458Z,48.55643044619423,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,8.5344,Monitor,0,2000-04-01,1994-10-01,,-0.11298493810256409
440,676014,3371187,7460Z,40.354330708661415,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,8.5344,Monitor,0,2000-04-01,1994-10-01,,-0.11298493810256409
441,676015,3371156,7461Z,41.33858267716535,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,8.8392,Monitor,0,2000-04-01,1994-10-01,,-0.11298493810256409
442,685016,3361173,7463Z,13.123359580052492,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.2672,Monitor,0,2011-09-11,1994-04-01,,-0.11298493810256409
443,685016,3361173,7463Z,13.123359580052492,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.2672,Monitor,0,2011-09-11,1994-04-01,,-0.11298493810256409
444,682459,3370338,7608Z,34.44881889763779,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.4864,Monitor,0,2013-04-09,1995-06-01,,-0.11298493810256409
445,682459,3370338,7610Z,34.44881889763779,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.4864,Monitor,0,2013-04-09,1995-07-01,,-0.11298493810256409
446,679764,3370324,7611Z,18.536745406824146,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.096,Monitor,0,2000-03-01,1995-07-01,,-0.11298493810256409
447,679738,3370293,8119Z,17.060367454068242,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2000-03-01,1998-12-01,,-0.11298493810256409
448,679764,3370293,8120Z,18.04461942257218,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2000-03-01,1998-12-01,,-0.11298493810256409
449,679738,3370262,8121Z,21.325459317585302,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2000-03-01,1998-12-01,,-0.11298493810256409
450,678360,3366421,8122Z,11.548556430446194,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,0,2001-04-01,1999-03-01,,-0.11298493810256409
451,678360,3366421,8123Z,8.398950131233596,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,0,,1999-03-01,,-0.11298493810256409
452,678360,3366421,8124Z,7.119422572178477,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,0,2001-04-01,1999-03-01,,-0.11298493810256409
453,678387,3366452,8125Z,19.783464566929133,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.048,Monitor,0,2003-02-01,1999-03-01,,-0.11298493810256409
454,678359,3366482,8127Z,17.224409448818896,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.048,Monitor,0,2003-02-01,1999-03-01,,-0.11298493810256409
455,678359,3366482,8128Z,30.80708661417323,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.048,Monitor,0,2002-11-01,1999-03-01,,-0.11298493810256409
456,677656,3367087,7234Z,9.84251968503937,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,3.6576,Monitor,1,2021-08-02,1993-12-01,,-0.11298493810256409
457,691310,3369259,8548Z,9.514435695538056,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,1,2021-08-02,2001-08-01,,-0.11298493810256409
458,691310,3369259,8549Z,10.269028871391075,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,1,2021-08-02,2001-08-01,,-0.11298493810256409
459,681338,3370320,9335Z,4.429133858267717,[TO BE DETERMINED],4.572,Monitor,1,2021-08-02,,,-0.11298493810256409
460,681312,3370319,9336Z,0.0,[TO BE DETERMINED],4.8768,Monitor,0,2008-03-01,,,-0.11298493810256409
461,677049,3374807,9501Z,0.0,[TO BE DETERMINED],4.572,Monitor,1,2021-08-02,1984-01-01,,-0.11298493810256409
462,677049,3374807,9502Z,0.0,[TO BE DETERMINED],4.572,Monitor,1,2021-08-02,1984-01-01,,-0.11298493810256409
463,677049,3374807,9503Z,0.0,[TO BE DETERMINED],4.572,Monitor,1,2021-08-02,1984-01-01,,-0.11298493810256409
464,677049,3374807,9504Z,0.0,[TO BE DETERMINED],4.572,Monitor,1,2021-08-02,1984-01-01,,-0.11298493810256409
465,681920,3367465,8450Z,16.076115485564305,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,0,2000-08-01,,,-0.11298493810256409
466,681635,3373312,8451Z,40.19028871391076,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.2672,Monitor,0,2008-11-01,,,-0.11298493810256409
467,681635,3373343,8452Z,43.30708661417322,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.2672,Monitor,0,2008-11-01,,,-0.11298493810256409
468,681661,3373343,8453Z,15.41994750656168,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,0,2008-11-01,,,-0.11298493810256409
469,681688,3373313,8454Z,12.79527559055118,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2008-11-01,,,-0.11298493810256409
470,681661,3373343,8455Z,41.1745406824147,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.2672,Monitor,0,2008-11-01,,,-0.11298493810256409
471,681635,3373343,8456Z,41.89632545931758,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.7912,Monitor,0,2008-11-01,,,-0.11298493810256409
472,681608,3373312,8457Z,45.93175853018372,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.1816,Monitor,0,2008-11-01,,,-0.11298493810256409
473,681635,3373343,8458Z,42.650918635170605,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.096,Monitor,0,2008-11-01,,,-0.11298493810256409
474,681635,3373312,8459Z,50.85301837270341,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.1816,Monitor,0,2008-11-01,,,-0.11298493810256409
475,690545,3365703,7663Z,29.527559055118108,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.4864,Monitor,1,2021-08-02,1995-10-01,,-0.11298493810256409
476,685244,3368168,7099Z,13.123359580052492,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.3528,Monitor,1,2021-08-02,1993-04-01,,-0.11298493810256409
477,685244,3368168,7100Z,13.123359580052492,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.3528,Monitor,1,2021-08-02,1993-04-01,,-0.11298493810256409
478,685244,3368168,7101Z,26.246719160104984,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.2672,Monitor,1,2021-08-02,1993-04-01,,-0.11298493810256409
479,685244,3368168,7102Z,13.123359580052492,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.3528,Monitor,1,2021-08-02,1993-04-01,,-0.11298493810256409
480,692251,3367366,6079Z,0.0,400-FOOT SAND OF BATON ROUGE AREA,140.208,Domestic,1,2021-08-02,1986-10-01,,-0.11298493810256409
481,678646,3366887,6081Z,0.0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,1,2021-08-02,1989-01-01,,-0.11298493810256409
482,678646,3366887,6082Z,0.0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,1,2021-08-02,1989-01-01,,-0.11298493810256409
483,678646,3366887,6083Z,0.0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,1,2021-08-02,1989-01-01,,-0.11298493810256409
484,678646,3366887,6085Z,0.0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,1,2021-08-02,1989-01-01,,-0.11298493810256409
485,675351,3370960,5944Z,0.0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Piezometer,1,2021-08-02,1988-12-01,,-0.11298493810256409
486,675324,3370991,5945Z,0.0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Piezometer,1,2021-08-02,1988-12-01,,-0.11298493810256409
487,685410,3366292,5946Z,36.745406824146976,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.096,Monitor,1,2021-08-02,1988-12-01,,-0.11298493810256409
488,685464,3366231,5947Z,49.54068241469816,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.096,Monitor,1,2021-08-02,1988-12-01,,-0.11298493810256409
489,681584,3373188,5948Z,0.0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,1,2021-08-02,1988-12-01,,-0.11298493810256409
490,681584,3373188,5949Z,0.0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,1,2021-08-02,1988-12-01,,-0.11298493810256409
491,681584,3373188,5950Z,0.0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2002-10-01,1988-12-01,,-0.11298493810256409
492,681584,3373188,5951Z,0.0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2002-10-01,1988-12-01,,-0.11298493810256409
493,686425,3370899,5952Z,0.0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.1816,Monitor,1,2021-08-02,1988-12-01,,-0.11298493810256409
494,686425,3370899,5954Z,0.0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.1816,Monitor,1,2021-08-02,1988-12-01,,-0.11298493810256409
